SOH,cycle
1.16015860507985,1
1.155829915589618,2
1.154736200515347,3
1.153533565161756,4
1.1531983915386192,5
1.15148169799068,6
1.1461874761791702,7
1.1441766327069889,8
1.1420265499405131,9
1.1429545342855896,10
1.1430341195568268,11
1.1424519275583354,12
1.1415891659451205,13
1.1407972121858716,14
1.1400150222124807,15
1.1392286094349693,16
1.1382799668776735,17
1.13753131173603,18
1.136774593503123,19
1.135970414009872,20
1.1352711780155111,21
1.131941311809836,22
1.1282940871545684,23
1.126705971197481,24
1.1253417953017433,25
1.121283917588929,30
1.122347059331112,31
1.1242170887567582,32
1.119825758340809,33
1.118443226327031,34
1.1176827318686833,35
1.11723562897825,36
1.1201343473605618,37
1.1185848740833606,38
1.1153730190893612,39
1.1145078216538309,40
1.1132751778251515,41
1.1162103298586388,42
1.1157891186285551,43
1.1115625236168185,44
1.1107445200896606,45
1.1099255788663245,46
1.112774531269217,47
1.113305250619696,48
1.1134709336034303,49
1.113509789629795,50
1.1139472423976713,51
1.1137049368840195,52
1.1134575737100718,53
1.123596689057563,55
1.123325608826694,56
1.1189634000240043,57
1.1169352674944255,58
1.115671334829985,59
1.1122058571296334,60
1.112150029558931,61
1.109477713532346,62
1.1080862142654802,63
1.1072545835786105,64
1.1054198124334729,65
1.1056438904137789,66
1.1045801612755994,67
1.1028942162501425,68
1.1024580633708323,69
1.1012030857952908,70
1.1017503830016793,71
1.101293352976377,72
1.100541401145815,73
1.099989507836689,74
1.0999863057028492,75
1.0989840689161738,76
1.09737221694483,79
1.0969904305141682,80
1.0955698759338477,83
1.0921500680233578,84
1.0912582733223744,85
1.093173918186594,88
1.0955164348146038,89
1.096006423313043,90
1.0927117927511736,91
1.0929069615212317,92
1.0918401767261203,93
1.0923610806279012,94
1.0942572729463205,95
1.0907658852305726,96
1.0896631226962814,97
1.089406450607516,98
1.0879590163901742,99
1.0913395569075828,100
1.0901656953878938,101
1.0869472194630454,102
1.0866748751338768,103
1.08523651887338,104
1.0883144731215886,105
1.0888656867298394,106
1.0899687380355338,107
1.0904345644700086,108
1.0907002198452886,109
1.091001860418789,110
1.090954446489441,111
