SOH,cycle
1.153197283340057,1
1.15151312999404,2
1.150169317664312,3
1.148651905706233,4
1.1472724640167329,5
1.144994993310378,6
1.1409689232488225,7
1.138660742074932,8
1.1368019485455818,9
1.1371677319035935,10
1.136553743661857,11
1.1355472739973678,12
1.1344891963156147,13
1.1336647773918769,14
1.1327506969286445,15
1.1318377730483302,16
1.12965684669971,19
1.128778519231339,20
1.1279572753495657,21
1.124527516032579,22
1.1225990394882182,23
1.1212704036394392,24
1.1210471653156162,25
1.122029149634571,26
1.1199315707896709,27
1.117500566068582,28
1.1163546972498253,29
1.1157537516659346,30
1.1176003187293162,31
1.115731302783697,32
1.1131022169128355,33
1.1124027644385066,34
1.1114109875244012,35
1.1134052908237493,36
1.112629696851485,37
1.110003573287969,38
1.1091393603249884,39
1.1082406106684246,40
1.1071272617351724,43
1.106068258527344,44
1.1052288530355554,45
1.1061491758606363,46
1.1070161736545572,47
1.1070441295824196,48
1.106868834808985,49
1.106909327915865,50
1.1066337852088497,51
1.1063526367903904,52
1.10617499662294,53
1.1171000298393328,55
1.116238014318525,56
1.1126784813625523,57
1.1108575378717331,58
1.1094633561019371,59
1.1073890646230111,60
1.1068811134276393,61
1.1040768098690013,62
1.1031135381249264,63
1.1019871557338892,64
1.100693694676396,65
1.1005430750389014,66
1.099154280411856,67
1.0977796586134725,68
1.0972715144441771,69
1.0961932934811145,70
1.0965968295983473,71
1.095800952513958,72
1.0952280273975177,73
1.0947732626455569,74
1.0942034754781993,75
1.0935646916757271,76
1.0927529767645865,77
1.092279286412193,78
1.091724113522094,79
1.0914559084360498,80
1.0905999489973617,81
1.0900922727521305,82
1.0872756567184076,83
1.0861616029804253,84
1.0853451952642246,85
1.094836928760668,86
1.0936971975381922,87
1.0947672808786724,88
1.0931785823239442,89
1.096201354428842,92
1.0962632318357506,93
1.0920312640009555,94
1.092620128334171,95
1.0916002585027194,96
1.0919724729435334,97
1.0931248295626943,98
1.0895557722692448,99
1.0886157747255858,100
1.0877561455134774,101
1.0868018173964913,102
1.0890570567946547,103
1.0871393222626722,104
1.0847264275720772,105
1.0847186740384809,106
1.0835580529382156,107
1.0858936931875895,108
1.086149117716399,109
1.086164859890676,110
1.0859293891095805,111
1.0857224211277092,112
1.0855982508142643,113
1.0852230320836078,114
1.0846457110490595,117
1.0845323753445155,118
1.084596530120688,119
1.0830143694527514,120
1.0798769825551986,121
1.0791186104893171,122
1.0781094339113435,123
1.0800222665239971,124
1.0805783439210117,125
1.076504838971445,126
1.0764745245656897,127
1.075740932669646,128
1.0756122194979767,129
1.0774676553198717,130
1.0745947318677196,131
1.0735991842262322,132
1.0737669101665477,133
1.0727540566191962,134
1.074962229778393,135
1.074127891954447,136
1.0715029930862912,137
1.072536083650995,140
1.0855581592527732,142
1.08421632379804,143
1.0832220724275952,144
1.0821934073921593,145
1.081509895793384,146
1.0809224942806344,147
1.0793859527107728,150
1.078983790234625,151
1.0787085260001668,152
1.0778426442778797,153
1.0774460107487904,154
1.0750982877035131,155
1.0732462683509638,156
1.0720831519431684,157
1.07086698992212,158
1.0732768227968492,159
1.0732007807015016,160
1.0692534762385115,161
1.0685257791759497,162
1.0674245443140151,163
1.068006323423777,164
1.0696009918190548,165
1.065629612291712,166
1.0649955918938332,167
1.063769829481572,168
1.063381543890781,169
1.0661265851073622,170
1.064527297021975,171
1.061873921572861,172
1.0622375637780197,173
1.0614570343754508,174
1.0637631041797275,175
1.0643929390801006,176
1.0597026206100324,177
1.059095302231846,178
1.0591691977973312,179
1.061673740803728,180
1.065529155568019,181
1.0666887283126796,182
1.0667241993851526,183
1.066744147778124,184
1.0667859016783463,185
1.0663886423923348,186
1.066092937102133,187
1.0655837806478434,188
1.0655424452216913,189
1.0649893696522028,190
1.0652113026084675,191
1.0648127721583691,192
1.0586824286839498,193
1.0575420484209328,194
1.056361029766153,195
1.056257804583943,196
1.0599637710895775,197
1.0575250260566875,198
1.053533063254367,199
1.053817311400266,200
1.0520098985900148,201
1.055980443169112,202
1.0552836875143612,203
1.0498957740221009,204
1.0494964989197584,205
1.0485011447672647,206
1.0520945449540378,207
1.053397038609777,208
1.047903052869799,209
1.0476581529913176,210
1.0470674451436253,211
1.0484350899175112,212
1.0510858475941731,213
1.0461846265655197,214
1.045146935242137,215
1.0444883439903665,216
1.0438930880319788,217
1.0482053706629273,218
1.04889494239616,219
1.0492601265521202,220
1.0495201896434878,221
1.049910271111159,222
1.0498144086656396,223
1.0497709546836944,224
1.0497095516978447,225
1.049574930606198,226
1.0497134931245355,227
1.0497271974182,228
1.0496188223817242,229
1.051824524712766,230
1.051333728708135,231
1.054739557468375,232
1.051541480191989,233
1.0469645990448262,234
1.0456450454193416,235
1.0450912177051874,236
1.0487296491754332,237
1.0478606437434197,238
1.0421364002553073,239
1.0416738308734246,240
1.0410800071608577,241
1.0442567950211965,242
1.0454685486575688,243
1.0399303400273592,244
1.0390280956778284,245
1.0384455722105417,246
1.0385986956265183,247
1.042132310173027,248
1.0382575103603775,249
1.035922913490623,250
1.0359102566342635,251
1.0344156173771817,252
1.039031187965907,253
1.0393929236427688,254
1.0396355199764322,255
1.0400090003777862,256
1.0407174488247612,257
1.0410593559964667,258
1.0411705678012382,259
1.0411812453651308,260
1.0411775692876972,261
1.0412988280230806,262
1.0414875438936235,263
1.0413335338578165,264
1.0371474236547795,265
1.0326183253490413,266
1.0318699386371435,267
1.0303978235473394,268
1.0355401521723309,269
1.0355412239207595,270
1.029479688036652,271
1.0304400539564185,274
1.0346032249291213,275
1.0322836308761296,276
1.028716362934766,277
1.0283706584788137,278
1.0274507550654803,279
1.041217870977904,281
1.0365323699655322,282
1.0349248011875425,283
1.0345683996115955,284
1.033485961061638,285
1.0338489988159385,286
1.0363147106924284,287
1.0364381745141422,288
1.0362979647873054,289
1.0361411266221978,290
1.038528671422269,292
1.0348753755283129,293
1.0358367742573371,294
1.032901341980001,295
1.0311892680391272,296
1.031887118495609,297
1.031938937475144,298
1.034099067813063,299
1.0337485681391971,300
1.0290723177511598,301
1.029136237046501,302
1.0288946803029155,303
1.030151797816293,304
1.0308442811318557,305
1.0265407249182896,306
1.0248789280109936,307
1.025054123854474,308
1.0238399008389685,309
1.027283936633271,310
1.0253747438128509,311
1.0223521890962388,312
1.0225247247690952,313
1.0230152572362528,314
1.0248201882660446,315
1.0258014811829277,316
1.025971050166568,317
1.025769910477976,318
1.0264257947924629,319
1.0267507899764396,320
1.0266771365712586,321
1.0265931043146352,322
1.0262203931265574,323
1.0260442383579615,324
1.0260596911732025,325
1.025829876692086,326
1.0255462656828698,327
1.018961205228095,328
1.0176641350056386,329
1.017516180226366,330
1.0160646162609623,331
1.019753650605871,332
1.018045889656193,333
1.0143595271945998,334
1.0156097027641593,335
1.0146777151663926,336
1.0169008539110749,337
1.017965576273582,338
1.0131833585612495,339
1.0133403247267123,340
1.0134411766258395,341
1.026714875867142,343
1.0288882019822707,344
1.0286402902271767,345
1.021543807833032,346
1.020655589258098,347
1.020044091696244,348
1.019989700383154,349
1.0218144394256186,350
1.021675728018085,351
1.0212921472649796,352
1.021166159863622,353
1.021222241654371,354
1.0204680436646445,355
1.0200503714581457,356
1.01940121058691,357
1.0189443686535071,358
1.0186160766606172,359
1.0181945364951162,360
1.0178046160963206,361
1.0096875735021025,364
1.0085197392944671,365
1.0109624454041537,366
1.0122208344177004,367
1.006234128693901,368
1.0050802827497876,369
1.0043629175851514,370
1.0029152499503375,371
1.007875215483594,372
1.0066154261926776,373
1.002092133618966,374
1.0021271579938895,375
1.000921930364214,376
1.0033486418256743,377
1.005494750714078,378
0.99961133966697,379
0.9982895295648432,380
0.9971076533333444,381
0.9898703008165484,382
0.9980364778804968,383
0.9990495869077662,384
0.9855717857304782,386
0.9841142332500752,387
0.9870158088384428,388
0.9924565990283084,389
0.9936264179741344,390
0.994210548678673,391
1.011620717277151,393
1.01624437900157,394
1.008798705569657,395
1.0021417216696251,396
0.999576915184111,397
0.9957490714656724,398
1.002328499064995,399
1.0034288387354486,400
0.9891013701885036,402
0.986896346569354,403
0.983189106017766,404
0.9841916986662648,405
0.990678938105741,406
0.986643015999741,407
0.9800509179180912,408
0.9783882058365184,409
0.976284437441274,410
0.9814613888295334,411
0.9845134865993952,412
0.9757953078746606,413
0.973718989361542,414
0.9710584190545184,415
0.9689366072041246,416
0.9759083069844668,417
0.9753916586284976,418
0.9692006245463176,421
0.9674861999244442,422
0.9730469955930836,423
0.9724995739009188,424
0.9668269695862683,425
0.9668626745127328,426
0.9659105021105212,427
0.9670011733046132,428
0.9697972254087724,429
0.9704265861538666,430
0.9704041847912456,431
0.9704253214939236,432
0.9706291476709374,433
0.9709511020758512,434
0.970767329612464,435
0.9705260565994038,436
0.9700334547709843,437
0.9689008549669113,438
0.9679256269145996,439
0.967460492699466,440
0.9666960375901964,441
0.957414046156046,442
0.956091335140414,443
0.9551299459151608,444
0.9541608465444752,445
0.9590204577601114,446
0.956746188798121,447
0.9509872819370102,448
0.95031271523564,449
0.9489436017215738,450
0.997379409845855,454
0.999798855458972,455
0.9998247060437188,456
0.992944808945614,457
0.98877161617982,458
0.986338522653095,459
0.9838753737104612,460
0.987768096095632,461
0.9860305220479956,462
0.9792204051731392,463
0.9863783508221609,467
0.9890392518341548,468
0.9573832120756895,471
0.9526738131386692,472
0.9592404594475727,473
0.9613078188360032,474
0.9421451775457133,476
0.9381955071708266,477
0.9441826862615734,480
0.927797875898662,482
0.9251708387855048,483
0.9206878461034016,484
0.917208728572259,485
0.9146148512406144,486
0.9122409830824658,487
0.9128183639529546,488
0.9187944257910096,489
0.9174350429024116,490
0.9169114808351644,491
0.9168395281661396,492
0.916507992427956,493
0.9159588638419862,494
0.9154314683365784,495
0.913997802959333,496
0.9123655623466148,497
0.9110748169002144,498
0.90990283256032,499
0.9088986196600786,500
0.9084830096547024,501
0.9073670206841058,502
0.906158249825168,503
0.9049035901668248,504
0.9040652244107364,505
0.9051746545436004,506
0.9060375807919954,507
0.9031864897724092,508
0.9011631617457284,509
0.8995960344941238,510
0.8998830855770805,511
0.9004629108981348,512
0.9007042586844065,513
0.8977139579724138,514
0.9121020628551708,516
0.9060415015420068,517
0.901322932190716,518
0.8971376290897966,519
0.8968399883419371,520
0.8951482387717027,521
0.8912958743125667,522
0.8882430451837147,523
0.8830351661910196,524
0.8802217572328992,525
0.8810643602104609,526
0.8792840107515563,527
0.876565526615332,528
0.8742376449768745,529
0.8723191981793104,530
0.8708629821089797,531
0.8699951355268034,532
0.8701137960880931,533
0.8690263336824238,534
0.8685061520550654,535
0.8675131130268134,536
0.8667798852526865,537
0.8657005315898338,538
0.8648278148110897,539
0.8640041583183127,540
0.8624776187383318,541
0.8612407807657263,542
0.8599002574885724,543
0.8692448771928554,544
0.8738178049688017,545
0.8648962764811579,546
0.8623329137291442,547
0.858225956288738,548
0.8565381066162701,549
0.8566476077464245,550
0.857320774506821,551
0.8566925286967333,552
0.8532634794360305,553
0.8515852825640522,554
0.850280496651628,555
0.8499001703014457,556
0.8542667227226772,557
0.851523790267116,558
0.8476315497041753,559
0.8438222816823213,560
0.8412791251875404,561
0.839756278160138,562
0.8413550833582519,563
0.8421434658867426,564
0.882323400760734,566
0.8754867790425911,567
0.8702066946705487,568
0.8662335469413489,569
0.8648587784082977,570
0.8615647281758871,571
0.8606558864189751,572
0.8538426368551182,573
0.8514883600719694,574
0.851032689048326,575
0.8503785920403786,576
0.8510678863700782,577
0.847538612099985,578
0.8449654143910266,579
0.8413824281539313,580
0.8370803662416435,581
0.8361005350130455,582
0.8337136500656985,583
0.8319069050446508,584
0.860904896489902,586
0.8535910787964172,587
0.848341853162045,588
0.8438069686173915,589
0.8399540074826461,590
0.8398976508863987,591
0.838410053906995,592
0.8339789125395098,593
0.8311562891325135,594
0.8289791622834208,595
0.8267794196845664,596
0.8279332848308645,597
0.8293517381421758,598
0.8250645199549744,599
0.8206008172521599,600
0.8183086563410598,601
0.8159832185532494,602
0.8167454043838855,603
0.8115726001249115,604
0.8083539269603577,605
0.8055357420480718,606
0.8037533844118876,607
0.8018048583642994,608
0.801345646283611,609
0.8030361280428053,610
0.8034042218621344,611
0.7991970078828103,612
0.7961117757535909,613
0.7944247404265603,614
0.7928437787987654,615
0.7912610785746566,616
0.7900150469880352,617
0.7889265814131114,618
0.7874657393033715,619
0.7857738289315357,620
