SOH,cycle
1.134949298415517,1
1.124491639011213,3
1.123766125639083,4
1.1198541975289835,5
1.1186724627226,6
1.112531313746255,7
1.0961624709426232,9
1.092880408995522,10
1.0886667590155,11
1.0949178600175813,12
1.0969546024460808,13
1.0971262231023076,14
1.096738365907214,15
1.096294798527408,16
1.0949383478021415,19
1.0941134773806027,20
1.093381783449793,21
1.0927176577392856,22
1.0920566736481412,23
1.0915781252621173,24
1.0911178182567198,25
1.0902762100489165,26
1.0895749896838005,27
1.0832831159483796,28
1.068490342165898,30
1.0657547536080365,31
1.0628573181826972,32
1.0717632302088518,33
1.0751992369331589,34
1.072065336502071,35
1.0576122577365936,37
1.0565122982405557,38
1.05398719370762,39
1.0635770923057777,40
1.0668249849692517,41
1.0675392970191382,42
1.0517246197720596,44
1.0503418991273037,45
1.0487841318935978,46
1.0531288357205426,47
1.0591418852337782,48
1.0610728265609095,49
1.04661640099728,51
1.0451720693965925,52
1.043665474528531,53
1.085377346991068,55
1.089581909283197,56
1.089009624295019,57
1.07401752798841,59
1.072281493111082,60
1.065476815040908,63
1.0628766907331588,64
1.0542555837170422,65
1.052816067162139,66
1.050800526183096,67
1.048907794111832,68
1.0444850230537843,69
1.0476473896884857,70
1.047039109352852,71
1.040716301175561,72
1.0389609822208463,73
1.0386171127596135,74
1.037540541197167,75
1.033168030817798,76
1.0388552775016215,77
1.03852838673615,78
1.0375921230744432,79
1.0364361140490956,80
1.03544907123581,81
1.0332493283167992,84
1.0320903021561278,85
1.0312461291073518,86
1.0302497065603688,87
1.02937239766068,88
1.028620362526567,89
1.028507690054674,90
1.0258562923655958,93
1.0114566049162974,96
1.0100742436959678,97
1.0260219616247042,100
1.024669182402822,101
1.0307758039178068,102
1.0320658570286891,103
1.0271230916891811,104
1.020753691094261,105
1.0207499384468033,106
1.0202058978937476,107
1.0178612729817296,108
1.0231986969361824,109
1.0261464937177571,110
1.026582731337033,111
1.0106335129894075,115
1.0069636264479378,116
1.0202541978606554,118
1.011388613382234,119
1.0067195840803151,120
1.0061299041331324,121
1.0069960992984228,122
1.00008938257416,123
1.014683724915198,125
1.0154590635498053,126
1.0192749309731006,129
1.0197830556129546,130
1.0203894445175763,131
1.021255381154731,132
1.0211655730572031,133
1.0215621297618398,134
1.0218213513166958,135
1.02216911645489,136
1.02241876016938,137
1.0225459526400158,138
1.0225967850490747,139
1.022798368319101,140
1.0158286779549854,141
1.0044541935302504,143
1.00272296278051,144
1.0017219922512055,145
1.0082846501561633,146
1.01486890692221,147
1.0160330591312885,148
1.013538510788402,149
1.016231130647294,150
1.0231419302365672,151
1.0240219357365246,152
1.0082150886620962,154
1.011820108483164,155
1.009513844706443,156
1.006517000760459,157
1.0195644923779756,159
1.0102811021988105,160
1.005893183085579,161
1.006858766342324,162
1.0069323359550424,163
1.0027904948282007,164
1.0103643282659718,165
1.0146676949571578,166
1.0161487376596412,167
1.0016978821688234,169
1.0022140427306605,170
1.001901087885102,171
1.0005581242234491,172
1.0128330933961855,174
1.0144051245556227,175
1.0147122061562328,176
1.0150628395350303,177
1.0163800518501915,178
1.017044703473868,179
1.017341868547838,180
1.017651431601152,181
1.0180288036379324,182
1.0181203095447555,183
1.0184427625756172,184
1.0189379199769988,185
1.0194009923986869,186
1.0196142670778985,187
1.0212036376019356,188
1.0214495179498115,189
1.005572181651914,192
1.0049983318047069,193
1.0018890484862195,194
1.0110725828609262,195
1.0140563929346555,196
1.0112056984075508,197
1.008700031154239,199
1.016536064260235,200
1.01849370158777,201
1.012190135242439,202
1.0062038205549504,203
1.0078759805276905,204
1.0083040174507687,205
1.0136383105349118,208
1.0153947726327424,209
1.0058566128795192,210
1.004852174069249,211
