SOH,cycle
1.144814424108196,1
1.133961451914118,3
1.132869374840287,4
1.1299681742559948,5
1.129642109006316,6
1.125441613221747,7
1.115778161351776,8
1.1125080707071886,9
1.1100457448070111,10
1.1064773742145677,11
1.1116830585641695,12
1.1130955459430414,13
1.1132076337038497,14
1.113032066681365,15
1.112609938798009,16
1.1123062744960066,17
1.1120949448138813,18
1.111442008686332,19
1.1106836109001392,20
1.1100340535808293,21
1.1093850028109171,22
1.1089699272590856,23
1.1086852333173418,24
1.1078536060801485,25
1.1071817507390982,26
1.1065942082976896,27
1.0922232503720046,29
1.0899144132465288,30
1.088266717657902,31
1.086175104644184,32
1.0942636716121967,33
1.0955863241378907,34
1.0860174611647508,35
1.0821915698130482,36
1.0817261717385591,37
1.0802248956414573,38
1.0808436386231008,39
1.0878141843774929,40
1.0888020188978589,41
1.077054670141152,43
1.076654927436607,44
1.0759865243160576,45
1.0746837318640488,46
1.082485795079478,47
1.0838554769413309,48
1.0754639835717512,49
1.074054700621609,50
1.07297770196395,51
1.0719010175273311,52
1.0697293813384832,53
1.102576201053698,55
1.1059050208497978,56
1.10553746463462,57
1.0971700375013835,58
1.0910301379389242,61
1.084184869922078,62
1.086239253548495,63
1.0844400395601834,64
1.078245066090414,65
1.076887482306102,66
1.0753270767380734,67
1.0742967141089057,68
1.0709581766944574,69
1.0725533739879616,70
1.0719708180444592,71
1.0674647245003612,72
1.0667480709713573,73
1.0660523352198616,74
1.0652255854326107,75
1.063574248977872,76
1.0658822653426585,77
1.0652005653367524,78
1.064430770494024,79
1.063916447403507,80
1.063514544904173,81
0.9467972625950588,83
1.0609471229431904,85
1.060389839233309,86
1.059796332598836,87
1.0589330269865584,90
1.057621604881767,91
1.0569429043677945,92
1.0558419013567004,93
1.049430375537277,94
1.0479748539259075,95
1.046789813257938,96
1.054433003579749,99
1.0537609639464105,100
1.059147240474413,101
1.060261149013189,102
1.0550946667536172,103
1.0521230648066542,104
1.0519960895014853,105
1.0515645026739158,106
1.0488550894048654,107
1.055511996072644,108
1.0570356819010431,109
1.0471055576731914,112
1.0468992258496908,113
1.044258204634929,114
1.0476100162270685,115
1.0522763005600029,116
1.0420778021697288,119
1.04236593844524,120
1.0404798172881584,121
1.038504633589504,122
1.0471949888273002,123
1.0481894272242511,124
1.04994455367547,125
1.0512131198833572,126
1.0520575648905537,127
1.052647096378884,128
1.0531847790331028,129
1.053980810877789,130
1.0540433800169424,131
1.054270149567763,132
1.0545008421560809,133
1.054641950268163,134
1.0547427583463858,135
1.0548839161785253,136
1.054888375284456,137
1.0548806984995949,138
1.0478946465625398,139
1.0403334700259703,140
1.0398458982672238,141
1.039162651002627,142
1.0369821704677022,143
1.0446606169948467,144
1.0474618172307189,145
1.045269506071172,146
1.035514948940758,147
1.0440609145454531,148
1.0456914778641522,149
1.051327219620489,150
1.05207243253543,151
1.0394711623287014,153
1.0398484718753895,154
1.0386485339209468,155
1.038279727316901,156
1.0462991797254926,157
1.0475943967449002,158
1.0380607726607742,159
1.0361672014062844,160
1.0360430323775844,161
1.0357503747960983,162
1.0327946856581391,163
1.0422655745178986,164
1.0442501159263389,165
1.0360754333269924,166
1.0324060057093192,167
1.033615549557254,168
1.0326854339225484,169
1.0302572292413323,170
1.0386713880572884,171
1.0409026693434065,172
1.0424666775043825,175
1.0430447346134315,176
1.0435578517236408,177
1.0439157959887773,178
1.0439371580238372,179
1.0438887432229151,180
1.0438215791190544,181
1.0438624392295068,182
1.0439837094046638,183
1.0441345751800457,184
1.0442454528906069,185
1.0453243211990395,186
1.0454910185960955,187
1.0326146906586828,189
1.0321311574987817,190
1.0311947133292207,191
1.0281825533110904,192
1.0367308599466938,193
1.0383619843416696,194
1.03147457752128,195
1.0273115628439626,196
1.0279734505906577,197
1.0313436530586348,198
1.0390970061513691,199
1.0407548121271852,200
1.0349564762960664,201
1.0302366885787144,202
1.0316689658634504,203
1.0310431848680546,204
1.0367381670505686,207
1.0378960721866388,208
1.028253459654179,209
1.028362367771912,210
1.027817908332688,211
1.027613605338436,212
1.0278038633336344,213
1.0353299110995842,214
1.0365531547867946,215
1.0280985385161046,216
1.0276328428378392,217
1.0281699097968442,218
1.035782326219067,219
1.03688321873112,220
1.0368629988260665,221
1.0370255689655856,222
1.0371727657924623,223
1.0372776330405742,224
1.0374963745218722,225
1.038397005504773,226
1.038239478502568,227
1.0383022346304855,228
1.0380109643385893,231
1.0380506761470514,232
1.037940472650881,233
1.038021579449122,234
1.038027300181838,235
1.037919931922609,236
1.0378195584072856,237
1.029000080411279,238
1.0282132828180224,239
1.0272598144562508,240
1.0245714424373062,241
1.0222871742165296,242
1.0300777758995636,243
1.03200952624627,244
1.0267447357209178,245
1.0220865975838225,246
1.0224013068178763,247
1.0422776006550138,249
1.0448226825001878,250
