SOH,cycle
1.139523063063385,1
1.128614802746046,3
1.1274100456477258,4
1.1257331182493708,5
1.124467239466052,6
1.116334646829734,7
1.1005563134282914,9
1.0974650888915545,10
1.0930459310092822,11
1.1007197243392408,12
1.102909007586698,13
1.1032418419264047,14
1.1029174841701683,15
1.1023856830539709,16
1.1020789451600788,17
1.1014209816750622,18
1.10085960624831,19
1.1000497315835247,20
1.0993089330484231,21
1.0986335629346868,22
1.0980514693118657,23
1.097503035525456,24
1.096879269190044,25
1.0961192644943836,26
1.095396249069729,27
1.0754425466937363,29
1.0723105583921146,30
1.0697887255765115,31
1.0673491959751225,32
1.0818130116830105,34
1.0618750821264058,36
1.0618284185388234,37
1.0601132229653984,38
1.0595536604346876,39
1.073171478373439,41
1.0560603258740926,43
1.0558011561676537,44
1.0558151932352615,45
1.0523243216087792,46
1.0663700252387187,48
1.0518560937826322,50
1.050420583861715,51
1.050217510003819,52
1.0498268954460812,53
1.0949895335484818,55
1.097634486012025,56
1.0986338948270695,57
1.0890372220550155,58
1.0842869189607578,59
1.083774517519328,60
1.0794254500890128,61
1.079764983651966,62
1.0789338906073969,63
1.0734162491354624,64
1.0679682952672689,65
1.066344383537631,66
1.0629536203786767,67
1.0547130610895596,68
1.0593638491118431,71
1.0524608330451173,72
1.0524468305199726,73
1.0519338351458245,74
1.0483335814481585,75
1.0544346460802458,76
1.0544202845519663,77
1.0532137165955824,78
1.0523988123491783,79
1.0514651766807006,80
1.0516654985687737,81
1.0507074396907363,82
1.049151151485752,83
1.0482654812695564,84
1.0475165334321943,85
1.0465014563224884,86
1.0456590487404966,87
1.0436747934500945,90
1.042645073243044,91
1.0420534046116217,92
1.027488165772894,94
1.0262558470826022,95
1.038267217665553,98
1.0391244021074089,99
1.047984047091436,100
1.0487055178506468,101
1.0410095382430402,102
1.0379241872135712,103
1.0369052026459888,104
1.0358574111528345,105
1.0334995181435698,106
1.0430055770869533,107
1.0437592707485202,108
1.0344566146304022,109
1.0308896065434574,110
1.0276332735579938,111
1.0278685639370515,112
1.0239179304491015,113
1.0369281929860676,115
1.0273870358688804,116
1.0238439028884798,117
1.0233862422442854,118
1.021573243628744,119
1.012388967824073,120
1.030664851509698,123
1.0344409807269983,124
1.0354807585172274,125
1.0366226626580115,126
1.0372977603922742,127
1.038122319398358,128
1.0382925843440205,129
1.0387369923061058,130
1.039256744807311,131
1.03944991112958,132
1.0396858072820692,133
1.03979792293444,134
1.0396452886431788,135
1.039828146292244,136
1.0398178879061888,137
1.0216353722980642,139
1.0197247376090317,140
1.00974312469247,141
1.030505995767797,143
1.0319518447837694,144
1.0191194450958605,146
1.012351796198985,147
1.0155615190479308,148
1.022019088893333,149
1.022746326257769,150
1.0063722837943363,152
1.0086198317736512,153
1.0044532624509088,154
1.0027928159496895,155
1.0173786005573895,157
1.002139105541996,159
1.004584744149776,160
1.0030662766793927,161
0.9963700458986348,162
1.012848514458888,164
1.0098776428470655,165
0.996178476833439,167
0.9967010177599676,168
0.9961539478508428,169
1.0003577488336504,170
1.008568290252839,171
1.0100253813209612,172
1.0110141554721217,173
1.011503053553021,174
1.0119369932538156,175
1.0132373732790931,178
1.0132924904635487,179
1.0133722920275543,180
1.013356980947485,181
1.0135603495499907,182
1.0138592584883526,183
1.0145602959731832,184
1.0150351883747533,185
1.0165421145821725,186
1.016887768685784,187
0.9995908783728922,189
0.9990848788107344,190
0.9988850757089835,191
0.9950318859361644,192
1.0092979735043883,194
0.9995732274891438,195
0.9945382472801044,196
1.000627161108464,197
1.0137378410908695,199
1.004583342252282,200
0.9992165684614198,201
1.0010093165407206,202
1.0018635603221435,203
0.9997226180472224,204
1.0064685812392735,205
1.011008155271501,206
1.0128705309634611,207
0.9994072077347288,209
0.9977845963948528,212
